Référence,Description,Domaine 1,Domaine 2,Domaine 3,Civilisation,Période,Date précise début,Date précise fin,Pays de découverte,Site/Lieu de découverte,Lieu de production,Référence de l'objet,Type de document,Auteur du document,Année du document,Latitude,Longitude,Altitude,Précision
IAS-COL-69811,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Base de colonne du [i]pronaos[/i][/t].
[nl] [7 x 9.8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Pronaos,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXIX, n°6, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69812,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Fenêtre latérale nord[/t].
[nl] [9.9 x 7 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Elément architectonique,Fenêtre,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69813,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Porte de la [i]cella[/i][/t].
[nl] [9.8 x 7 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Local,Cella,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69814,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, façade antérieure[/t].
[nl] [11.3 x 8.2 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXIII, n°3, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69815,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Consoles du [i]pronaos[/i][/t].
[nl] [9.8 x 7 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Console,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXIX, n°2, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69816,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Angle droit du fronton antérieur[/t].
[nl] [9.8 x 7 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Fronton,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXXIII, n°4, Bibliotheca Helvetica Romana, 10.",Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69817,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Consoles du [i]pronaos[/i][/t].
[nl] [9.8 x 7 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Console,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69818,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple dégagé[/t].
[nl] [11.4 x 8.2 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXIV, n°4, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69819,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Porte de la [i]cella[/i][/t].
[nl] [12.7 x 9 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Cella,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69820,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, [i]pronaos[/i][/t].
[nl] [9.8 x 7 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Pronaos,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69821,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Grande cour avant les fouilles[/t].
[nl] [7.9 x 8.2 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Local,Cour,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XLIII, n°3, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69822,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Consoles du [i]pronaos[/i][/t].
[nl] [7 x 9.8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Console,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69823,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Bases de colonnes du [i]pronaos[/i][/t].
[nl] [9.8 x 7 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Local,Pronaos,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69824,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Bases des colonnes du [i]pronaos[/i][/t].
[nl] [7 x 6.8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Pronaos,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXIX, n°5, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69825,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Bases des colonnes du [i]pronaos[/i][/t].
[nl] [6.9 x 9.9 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Pronaos,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXIX, n°5, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69826,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Chapiteau du [i]pronaos[/i][/t].
[nl] [9.8 x 7 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Pronaos,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69827,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Intérieur de la [i]cella[/i], fenêtre[/t].
[nl] [7 x 9.8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Cella,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69828,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Porte de la [i]cella[/i][/t].
[nl] [9.8 x 7 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Cella,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69829,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Intérieur de la [i]cella[/i][/t].
[nl] [7 x 9.8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Cella,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69830,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Linteau de la porte[/t].
[nl] [9.8 x 7 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Linteau,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69831,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Fenêtre latérale sud[/t].
[nl] [9.8 x 7 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Fenêtre,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69832,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Fenêtre latérale sud[/t].
[nl] [7 x 9.8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Fenêtre,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXVII, n°3, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69833,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, vu du nord-est[/t].
[nl] [8.2 x 8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69834,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Vue d'ensemble du sanctuaire[/t].
[nl] [11.3 x 8.1 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Ensemble urbanistique,Sanctuaire,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXIII, n°1, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69835,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, façade postérieure[/t].
[nl] [8.2 x 12 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXIII, n°2, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69836,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Autels devant le temple[/t].
[nl] [9.8 x 7 cm]
[nl] (Photographie en noir et blanc) 
[nl] En calcaire dur, à section carrée; face supérieure plane; base et corniche moulurées, en forte saillie. Dimensions totales: 114.5 x 137 x 114.5 cm. Corps de l'autel, sans la base et la corniche: 82 x 66 x 82 cm. Inscription bilingue; hauteurs des lettres grecques et palmyréniennes: 3 cm et 2.2-3 cm. Interligne: 1.3 cm. L'inscription est la suivante: &quot;À Zeus très haut et qui exauce, Malichos, Aouidos, Iaribôles et Agegos, les fils de Bôlemmès, fils d'Aouidaios, fils de Bôlemmès, ont offert en voeu, en l'an 426, le 7e jour du mois de Peritios (7 février 115).&quot; L'autel a été trouvé en 1935 par M. Ecochard, [i]in situ[/i], devant le temple de Baalshamîn, dressé sur un socle mouluré, légèrement désaxé vers le sud. ",IMMOBILIER,Elément architectonique,Autel,Romaine,Haut-Empire,115,115,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LVIII, n°2 et 4, Bibliotheca Helvetica Romana, 10.

Le même objet apparaît dans: DUNANT (C.), Le sanctuaire de Baalshamîn à Palmyre, vol. III, Les inscriptions, Institut suisse de Rome, BHR 10, 1971, p. 38-39, pl. VIII, n°25.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69837,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Fouille du portique C 3[/t].
[nl] [8.2 x 8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Portique,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69838,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple dégagé[/t].
[nl] [8 x 8.2 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69839,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, façade latérale nord[/t].
[nl] [9.8 x 8 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXIII, n°1, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69840,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Sépulture collective (G) à l'arrière du temple[/t].
[nl] [8.2 x 8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Tombe,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69841,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple dégagé[/t].
[nl] [8.2 x 8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69842,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Cour sud[/t].
[nl] [10.9 x 8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Cour,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69843,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple avant les fouilles[/t].
[nl] [11.4 x 8.2 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69844,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Temple, vu de l'est[/t].
[nl] [8.1 x 8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXIV, n°4 et pl. XXXV, n°1, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69845,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Portique de la cour sud[/t].
[nl] [11 x 8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Cour,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69846,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Fenêtre latérale sud[/t].
[nl] [9.5 x 6.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Elément architectonique,Fenêtre,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69847,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Portique de la cour sud[/t].
[nl] [9.8 x 8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Portique,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69848,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Portique T 2 et salle de banquets[/t].
[nl] [8 x 8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Salle de banquet,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXIX, n°2, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69849,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Sépulture collective (G) en arrière du temple[/t].
[nl] [8 x 8.1 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Tombe,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69850,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Façade latérale sud[/t].
[nl] [9.8 x 8 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69851,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Sépulture collective (G) à l'arrière du temple[/t].
[nl] [12.6 x 8.8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Tombe,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69852,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Dégagement du portique T 2[/t].
[nl] [9.5 x 6.3 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Local,Portique,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69853,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Cour sud, vue de l'est[/t].
[nl] [11.9 x 8.1 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Local,Cour,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69854,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Cour sud[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Cour,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69855,"[t]Palmyre/[i]Tadmor[/i], sanctuaire du Baalshamîn. Temple avant les fouilles[/t].
[nl] [11.3 x 8.2 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Structure architecturale,Temple,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69856,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Portique T 2 et salle de banquets[/t].
[nl] [-x-]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Salle de banquet,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69857,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Vue d'ensemble du sanctuaire[/t].
[nl] [17.2 x 11.4 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Ensemble urbanistique,Sanctuaire,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.),[i] Le sanctuaire de Baalshamîn à Palmyre[/i], vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXIII, n°1, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69858,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Vue aérienne du sanctuaire[/t].
[nl] [16.6 x 11.6 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Ensemble urbanistique,Sanctuaire,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69859,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Vue aérienne du sanctuaire[/t].
[nl] [16.5 x 11.5 cm]
[nl] (Photographie en noir et blanc)",IMMOBILIER,Ensemble urbanistique,Sanctuaire,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,"Le même objet apparaît dans: COLLART (P.), VICARI (J.),[i] Le sanctuaire de Baalshamîn à Palmyre[/i], vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXIII, n°2, Bibliotheca Helvetica Romana, 10.",Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69860,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Vue d'ensemble du sanctuaire[/t].
[nl] [11.3 x 8.2 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Ensemble urbanistique,Sanctuaire,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69861,"[t]Palmyre/[i]Tadmor[/i], sanctuaire du Baalshamîn. Cour sud[/t].
[nl] [9.5 x 6.5 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Cour,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
IAS-COL-69862,"[t]Palmyre/[i]Tadmor[/i], sanctuaire de Baalshamîn. Grande cour, vue du nord[/t].
[nl] [12.8 x 8.8 cm]
[nl] (Photographie en noir et blanc) ",IMMOBILIER,Local,Cour,Romaine,Haut-Empire,,,Syrie,Palmyre/Tadmor,,,Photographie N/B,"Paul Collart, IASA-UNIL",1954-1956,34.553048,38.269978,,
